2009-10-01,Washington Capitals,4,Boston Bruins,1,,
2009-10-01,Vancouver Canucks,3,Calgary Flames,5,,
2009-10-01,San Jose Sharks,2,Colorado Avalanche,5,,
2009-10-01,Montreal Canadiens,4,Toronto Maple Leafs,3,OT,
2009-10-02,Philadelphia Flyers,2,Carolina Hurricanes,0,,
2009-10-02,Florida Panthers,4,Chicago Blackhawks,3,SO,"at Helsinki, FI"
2009-10-02,St. Louis Blues,4,Detroit Red Wings,3,,"at Stockholm, SE"
2009-10-02,New York Rangers,2,Pittsburgh Penguins,3,,
2009-10-03,San Jose Sharks,4,Anaheim Ducks,1,,
2009-10-03,Tampa Bay Lightning,3,Atlanta Thrashers,6,,
2009-10-03,Carolina Hurricanes,2,Boston Bruins,7,,
2009-10-03,Montreal Canadiens,2,Buffalo Sabres,1,OT,
2009-10-03,Minnesota Wild,1,Columbus Blue Jackets,2,,
2009-10-03,Vancouver Canucks,0,Colorado Avalanche,3,,
2009-10-03,Nashville Predators,3,Dallas Stars,2,SO,
2009-10-03,Calgary Flames,4,Edmonton Oilers,3,,
2009-10-03,Chicago Blackhawks,4,Florida Panthers,0,,"at Helsinki, FI"
2009-10-03,Phoenix Coyotes,6,Los Angeles Kings,3,,
2009-10-03,Philadelphia Flyers,5,New Jersey Devils,2,,
2009-10-03,Pittsburgh Penguins,4,New York Islanders,3,SO,
2009-10-03,Ottawa Senators,2,New York Rangers,5,,
2009-10-03,Detroit Red Wings,3,St. Louis Blues,5,,"at Stockholm, SE"
2009-10-03,Toronto Maple Leafs,4,Washington Capitals,6,,
2009-10-05,New York Rangers,3,New Jersey Devils,2,,
2009-10-05,Columbus Blue Jackets,5,Vancouver Canucks,3,,
2009-10-06,Tampa Bay Lightning,1,Carolina Hurricanes,2,SO,
2009-10-06,Montreal Canadiens,3,Calgary Flames,4,,
2009-10-06,Dallas Stars,4,Edmonton Oilers,5,SO,
2009-10-06,San Jose Sharks,4,Los Angeles Kings,6,,
2009-10-06,Anaheim Ducks,3,Minnesota Wild,4,OT,
2009-10-06,Washington Capitals,5,Philadelphia Flyers,6,OT,
2009-10-06,Ottawa Senators,2,Toronto Maple Leafs,1,,
2009-10-07,Phoenix Coyotes,3,Pittsburgh Penguins,0,,
2009-10-07,Montreal Canadiens,1,Vancouver Canucks,7,,
2009-10-08,Anaheim Ducks,6,Boston Bruins,1,,
2009-10-08,Phoenix Coyotes,1,Buffalo Sabres,2,,
2009-10-08,Chicago Blackhawks,2,Detroit Red Wings,3,,
2009-10-08,Calgary Flames,4,Edmonton Oilers,3,SO,
2009-10-08,Minnesota Wild,3,Los Angeles Kings,6,,
2009-10-08,Colorado Avalanche,2,Nashville Predators,3,,
2009-10-08,New York Islanders,2,Ottawa Senators,3,OT,
2009-10-08,Pittsburgh Penguins,5,Philadelphia Flyers,4,,
2009-10-08,Columbus Blue Jackets,3,San Jose Sharks,6,,
2009-10-08,Atlanta Thrashers,4,St. Louis Blues,2,,
2009-10-08,New Jersey Devils,4,Tampa Bay Lightning,3,SO,
2009-10-08,New York Rangers,4,Washington Capitals,3,,
2009-10-09,Florida Panthers,2,Carolina Hurricanes,7,,
2009-10-09,Dallas Stars,5,Calgary Flames,2,,
2009-10-10,New York Islanders,3,Boston Bruins,4,SO,
2009-10-10,Colorado Avalanche,3,Chicago Blackhawks,4,SO,
2009-10-10,Washington Capitals,2,Detroit Red Wings,3,,
