2010-11-17,Vancouver Canucks,1,Pittsburgh Penguins,3,,
2010-11-17,Buffalo Sabres,2,Washington Capitals,4,,
2010-11-18,Florida Panthers,0,Boston Bruins,4,,
2010-11-18,San Jose Sharks,4,Dallas Stars,5,OT,
2010-11-18,Nashville Predators,3,Montreal Canadiens,0,,
2010-11-18,Tampa Bay Lightning,8,Philadelphia Flyers,7,,
2010-11-18,New Jersey Devils,1,Toronto Maple Leafs,3,,
2010-11-19,Columbus Blue Jackets,4,Anaheim Ducks,3,,
2010-11-19,Washington Capitals,0,Atlanta Thrashers,5,,
2010-11-19,Los Angeles Kings,2,Buffalo Sabres,4,,
2010-11-19,Chicago Blackhawks,2,Calgary Flames,7,,
2010-11-19,New York Rangers,1,Colorado Avalanche,5,,
2010-11-19,Minnesota Wild,4,Detroit Red Wings,3,OT,
2010-11-19,Phoenix Coyotes,4,Edmonton Oilers,3,SO,
2010-11-19,Carolina Hurricanes,4,Pittsburgh Penguins,5,SO,
2010-11-19,Ottawa Senators,2,St. Louis Blues,5,,
2010-11-20,Los Angeles Kings,4,Boston Bruins,3,SO,
2010-11-20,Tampa Bay Lightning,2,Buffalo Sabres,1,,
2010-11-20,Nashville Predators,2,Carolina Hurricanes,1,SO,
2010-11-20,Colorado Avalanche,4,Dallas Stars,3,SO,
2010-11-20,New York Rangers,5,Minnesota Wild,2,,
2010-11-20,Toronto Maple Leafs,0,Montreal Canadiens,2,,
2010-11-20,Florida Panthers,4,New York Islanders,1,,
2010-11-20,Columbus Blue Jackets,3,San Jose Sharks,0,,
2010-11-20,New Jersey Devils,2,St. Louis Blues,3,,
2010-11-20,Chicago Blackhawks,7,Vancouver Canucks,1,,
2010-11-20,Philadelphia Flyers,5,Washington Capitals,4,SO,
2010-11-21,Edmonton Oilers,4,Anaheim Ducks,2,,
2010-11-21,New York Islanders,1,Atlanta Thrashers,2,OT,
2010-11-21,Calgary Flames,4,Detroit Red Wings,5,OT,
2010-11-21,Phoenix Coyotes,3,Vancouver Canucks,2,,
2010-11-22,Nashville Predators,0,Columbus Blue Jackets,2,,
2010-11-22,Pittsburgh Penguins,3,Florida Panthers,2,,
2010-11-22,Washington Capitals,0,New Jersey Devils,5,,
2010-11-22,Calgary Flames,1,New York Rangers,2,,
2010-11-22,Los Angeles Kings,2,Ottawa Senators,3,,
2010-11-22,Montreal Canadiens,2,Philadelphia Flyers,3,,
2010-11-22,Boston Bruins,1,Tampa Bay Lightning,3,,
2010-11-22,Dallas Stars,1,Toronto Maple Leafs,4,,
2010-11-23,Edmonton Oilers,0,Phoenix Coyotes,5,,
2010-11-24,Detroit Red Wings,1,Atlanta Thrashers,5,,
2010-11-24,Pittsburgh Penguins,1,Buffalo Sabres,0,,
2010-11-24,Washington Capitals,3,Carolina Hurricanes,2,,
2010-11-24,Boston Bruins,3,Florida Panthers,1,,
2010-11-24,Philadelphia Flyers,6,Minnesota Wild,1,,
2010-11-24,Los Angeles Kings,1,Montreal Canadiens,4,,
2010-11-24,Calgary Flames,1,New Jersey Devils,2,SO,
2010-11-24,St. Louis Blues,2,Nashville Predators,1,SO,
2010-11-24,Columbus Blue Jackets,4,New York Islanders,3,OT,
2010-11-24,Dallas Stars,2,Ottawa Senators,1,,
2010-11-24,Chicago Blackhawks,2,San Jose Sharks,5,,
2010-11-24,New York Rangers,3,Tampa Bay Lightning,5,,
2010-11-24,Colorado Avalanche,2,Vancouver Canucks,4,,
2010-11-25,Colorado Avalanche,2,Edmonton Oilers,3,,
2010-11-26,Chicago Blackhawks,4,Anaheim Ducks,1,,
2010-11-26,Montreal Canadiens,0,Atlanta Thrashers,3,,
2010-11-26,Carolina Hurricanes,3,Boston Bruins,0,,
2010-11-26,Toronto Maple Leafs,1,Buffalo Sabres,3,,
2010-11-26,Detroit Red Wings,2,Columbus Blue Jackets,1,,
2010-11-26,St. Louis Blues,2,Dallas Stars,3,,
2010-11-26,New York Rangers,3,Florida Panthers,0,,
2010-11-26,Nashville Predators,2,Minnesota Wild,5,,
2010-11-26,New Jersey Devils,0,New York Islanders,2,,
2010-11-26,Calgary Flames,3,Philadelphia Flyers,2,SO,
2010-11-26,Ottawa Senators,1,Pittsburgh Penguins,2,,
2010-11-26,San Jose Sharks,1,Vancouver Canucks,6,,
2010-11-26,Tampa Bay Lightning,0,Washington Capitals,6,,
2010-11-27,Minnesota Wild,4,Colorado Avalanche,7,,
2010-11-27,San Jose Sharks,4,Edmonton Oilers,3,,
2010-11-27,Chicago Blackhawks,2,Los Angeles Kings,1,,
2010-11-27,Buffalo Sabres,1,Montreal Canadiens,3,,
2010-11-27,Philadelphia Flyers,1,New Jersey Devils,2,SO,
2010-11-27,New York Rangers,2,Nashville Predators,1,SO,
2010-11-27,Toronto Maple Leafs,0,Ottawa Senators,3,,
2010-11-27,Anaheim Ducks,6,Phoenix Coyotes,4,,
2010-11-27,Calgary Flames,1,Pittsburgh Penguins,4,,
2010-11-27,Dallas Stars,2,St. Louis Blues,1,,
2010-11-27,Florida Panthers,4,Tampa Bay Lightning,3,SO,
2010-11-28,Boston Bruins,1,Atlanta Thrashers,4,,
2010-11-28,Columbus Blue Jackets,2,Detroit Red Wings,4,,
2010-11-28,Carolina Hurricanes,2,Washington Capitals,3,SO,
2010-11-29,Los Angeles Kings,0,Anaheim Ducks,2,,
2010-11-29,Dallas Stars,4,Carolina Hurricanes,1,,
2010-11-29,Minnesota Wild,0,Calgary Flames,3,,
2010-11-29,Pittsburgh Penguins,3,New York Rangers,1,,
2010-11-29,Edmonton Oilers,4,Ottawa Senators,1,,
2010-11-30,St. Louis Blues,5,Chicago Blackhawks,7,,
2010-11-30,Atlanta Thrashers,3,Colorado Avalanche,2,OT,
2010-11-30,Phoenix Coyotes,0,Nashville Predators,3,,
2010-11-30,Detroit Red Wings,5,San Jose Sharks,3,,
2010-11-30,Tampa Bay Lightning,4,Toronto Maple Leafs,3,OT,
2010-12-01,Florida Panthers,3,Anaheim Ducks,5,,
2010-12-01,Nashville Predators,4,Columbus Blue Jackets,3,SO,
2010-12-01,Vancouver Canucks,7,Calgary Flames,2,,
2010-12-01,Phoenix Coyotes,4,Minnesota Wild,2,,
2010-12-01,Edmonton Oilers,4,Montreal Canadiens,3,OT,
2010-12-01,Boston Bruins,3,Philadelphia Flyers,0,,
2010-12-01,Washington Capitals,4,St. Louis Blues,1,,
